Id Externo;LOGIN;VENDEDOR;ZONA; CUSTOMER;METODO DE PAGO;ARTICULO;CANTIDAD;Clase;Ubicación;Subsidiaria;Precio Cliente;Direccion;a quien cae la venta;nota ;id direccion de envio 
PROV001;40853;40853;1123;76267;1;1480;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1481;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1555;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1511;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1494;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;157780;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;54306;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;137573;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1066;12;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1067;12;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1628;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1121;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1988;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;1564;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2296;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2300;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2299;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2303;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;28262;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;21565;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8787;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2325;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;37696;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2687;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2328;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2382;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2390;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2583;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;2584;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;36676;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9716;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9717;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8849;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8866;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9796;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3458;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3464;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8880;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;36033;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;67875;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;34488;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;61481;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;76049;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9990;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9989;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;26677;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;26679;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3368;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3364;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3369;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3312;12;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3329;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3340;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3301;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;22102;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3296;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3303;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3325;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3328;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3796;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3308;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;40332;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3319;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3271;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3264;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3293;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3265;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3316;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;28366;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10028;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8927;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8928;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8940;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;34591;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8931;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10024;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10038;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10029;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8926;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10025;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10027;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10090;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10105;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3434;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;46689;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3801;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;36678;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3426;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3463;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;28329;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10254;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10210;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10212;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10250;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;19026;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10234;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8957;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3499;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3543;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;89766;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3512;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3803;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;13994;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3503;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;115229;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3526;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3537;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3564;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3540;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3599;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8984;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8975;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3933;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3925;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10433;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10436;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;13200;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;13207;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;13216;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10499;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10525;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10520;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;28551;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10543;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4027;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4183;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4345;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4272;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4344;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4392;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4357;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4273;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4279;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;133633;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4341;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4218;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4325;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4339;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4304;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4260;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4297;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4262;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4215;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4463;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4437;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4484;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4433;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8499;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4434;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4438;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4474;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;44147;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4496;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4513;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4662;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4671;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4661;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;35480;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;7026;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4663;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4674;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;7024;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4647;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;7008;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;7010;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;7022;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;130224;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10650;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;3965;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;156858;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4762;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6529;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9181;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9204;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9201;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9210;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9203;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9205;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9194;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5057;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;37912;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;13239;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10858;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10915;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;14394;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10954;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9260;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10955;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;9268;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;10973;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;101975;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;106548;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;77475;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;87199;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;57541;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;4931;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;67581;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;133623;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5531;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5431;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5450;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5314;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5553;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;11008;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;11012;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;11009;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5603;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5670;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5640;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5606;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5618;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5652;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5657;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;14064;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5614;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5646;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5072;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;46591;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5961;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5963;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5981;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5833;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6011;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5806;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5881;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6062;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;5954;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6127;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6089;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6090;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6105;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;11330;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6201;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6200;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6263;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6207;6;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6257;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6251;4;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6261;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6219;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6258;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;44401;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;11483;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;11484;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;11485;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8524;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8530;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;8529;1;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6448;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6439;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6469;2;794;11;6;115;127849;40853;;127849
PROV001;40853;40853;1123;76267;1;6467;1;794;11;6;115;127849;40853;;127849
