Id Externo;LOGIN;VENDEDOR;ZONA; CUSTOMER;METODO DE PAGO;ARTICULO;CANTIDAD;Clase;Ubicación;Subsidiaria;Precio Cliente;Direccion;a quien cae la venta;nota ;id direccion de envio 
MCO 9772;60441;60441;1348;26851;2;4714;1;775;11;6;143;29124;60441;MCO 9772;29124
MCO 9772;60441;60441;1348;26851;2;4713;5;775;11;6;143;29124;60441;MCO 9772;29124
MCO 9772;60441;60441;1348;26851;2;7604;1;775;11;6;143;29124;60441;MCO 9772;29124
MCO 9773;60441;60441;1348;26851;2;4218;3;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;9476;2;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;19025;4;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;5904;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;25848;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;14404;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;35480;5;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7037;3;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;38987;4;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;38988;4;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;6360;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;26964;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;10019;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;8931;3;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;9687;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;11196;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;8128;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;796;13;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;893;18;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;2787;33;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;21719;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;12326;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;26531;2;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;10105;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;9720;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;27058;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;169864;2;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;4657;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;4684;3;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7016;12;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;26529;3;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;12319;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7590;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;6068;15;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7095;12;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7101;24;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7096;12;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;15017;6;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7097;12;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;1790;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7620;3;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;7619;2;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;21496;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;8383;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;25290;4;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;11642;1;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;18531;2;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;44537;3;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9773;60441;60441;1348;26851;2;8924;3;775;11;6;143;29124;60441;MCO 9773;29124
MCO 9774;60441;60441;1348;26851;2;6070;16;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10070;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;26576;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;26577;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10107;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10059;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10088;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;44140;2;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10954;6;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;45054;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;4979;9;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;5022;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;11663;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;19528;12;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;4426;2;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;9646;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;7434;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;3140;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;44368;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;8387;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;22097;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;8297;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;4626;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;44578;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;7158;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;13200;2;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;11369;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;13204;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10473;2;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10476;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10480;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;106902;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10377;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;2802;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;22365;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;7060;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;9519;6;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;9505;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;9527;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;9518;2;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;35466;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10522;1;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;10317;4;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;12139;6;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;13349;3;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9774;60441;60441;1348;26851;2;13346;6;775;11;6;143;29124;60441;MCO 9774;29124
MCO 9775;60441;60441;1348;26851;2;12423;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;7081;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;6999;6;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;5436;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;25394;5;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;13270;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;13303;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;4557;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;4575;4;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;9269;16;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;5440;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;9513;2;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;4198;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;44106;2;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;1436;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;8807;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;8790;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;10948;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;8795;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;26676;16;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;10543;8;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;32153;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;34701;24;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;24032;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;10508;2;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;23031;4;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;16511;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;8955;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;8247;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;1480;2;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;1481;2;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;4624;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;4583;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;44565;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;6341;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9775;60441;60441;1348;26851;2;3501;1;775;11;6;143;29124;60441;MCO 9775;29124
MCO 9776;60441;60441;1348;26851;2;2348;10;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;2315;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;9268;2;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;1832;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;5435;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;9504;2;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;5841;2;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;4304;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;25329;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;8524;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;10375;4;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;9648;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;5450;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;109535;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;8378;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;4278;2;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;2340;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;4398;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;12484;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;11589;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;21638;2;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;11584;8;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;7019;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;7020;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;7009;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;135343;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;2347;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;151971;2;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;9206;2;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;4402;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;6089;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;6127;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;2318;5;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;129158;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;7608;5;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;5465;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;4336;2;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;4297;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;7736;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;12353;4;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;914;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;2321;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;105001;3;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;36967;12;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;4377;4;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;10586;4;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9776;60441;60441;1348;26851;2;10602;1;775;11;6;143;29121;60441;MCO 9776;29121
MCO 9777;60441;60441;1348;26851;2;10305;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;133794;9;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;7618;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;7622;4;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;28265;3;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;5848;4;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;25204;6;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;5452;3;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;7600;2;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;7599;4;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;10304;12;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;9038;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;9755;12;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;25814;12;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;11828;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;9689;12;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;9759;6;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;34475;9;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;9790;11;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;25823;12;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;174408;8;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;7588;3;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;7612;4;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;7637;2;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;7629;10;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;43735;3;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;106907;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;106909;3;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;4513;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;4713;10;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;2339;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;106904;3;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;4218;3;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;6038;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;9476;12;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;8926;7;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;8928;8;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;19025;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;25848;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;13245;5;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;25849;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;13298;6;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;14404;6;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;13434;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9777;60441;60441;1348;26851;2;13380;1;775;11;6;143;29121;60441;MCO 9777;29121
MCO 9778;60441;60441;1348;26851;2;21347;1;775;11;6;143;29121;60441;MCO 9778;29121
MCO 9778;60441;60441;1348;26851;2;35480;5;775;11;6;143;29121;60441;MCO 9778;29121
MCO 9778;60441;60441;1348;26851;2;7037;3;775;11;6;143;29121;60441;MCO 9778;29121
MCO 9778;60441;60441;1348;26851;2;5767;3;775;11;6;143;29121;60441;MCO 9778;29121
MCO 9778;60441;60441;1348;26851;2;4974;5;775;11;6;143;29121;60441;MCO 9778;29121
